Model;Scenario;MAE_train;MAE_test;R2_train;R2_test
XGBoost;Base Scenario Python API;74.74991648236056;378.15229101856755;0.9959450985587327;0.9383868028166032
XGBoost;Base Scenario LGBMRegressor;216.46362392386447;379.30258409572866;0.9865074876542683;0.9434992139817593
