Model;Scenario;MAE_train;MAE_test;R2_train;R2_test
LGBM;Base Scenario Python API;159.05022121684868;346.93296393245333;0.9905245628943824;0.9486971461806835
LGBM;Base Scenario LGBMRegressor;285.83110504964606;356.18695371101785;0.97257992402466;0.9512499264144362
LGBM;Subset Base Scenario Python API;11.366746129344937;625.0124154936581;0.9998373207266829;0.901195076147093
