Model;Scenario;MAE_train;MAE_test;R2_train;R2_test
MLP Regressor;Base Scenario;383.35366690828545;488.38710939521894;0.9606016892500959;0.9375843475096486
MLP Regressor;RandomSearch;392.8511105380722;410.18729166596154;0.949452852121875;0.9477544234487119
MLP Regressor;GridSearch;321.7557992662744;442.351770159921;0.9681520121000601;0.9348301039790186
