Params;MeanMAE;MeanR2
{'activation': 'relu', 'alpha': 0.0005, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.18663896253006534;0.8636479287023464
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'};-0.19354138184926734;0.86465244937894
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64, 128, 64), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.19144168639472672;0.8660740264311014
{'activation': 'tanh', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.18155420812299136;0.8672273155213995
{'activation': 'tanh', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.001, 'max_iter': 1000, 'solver': 'adam'};-0.1772226535223469;0.8682401191062157
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.17101077342997634;0.8689620838147031
{'activation': 'relu', 'alpha': 0.0005, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.17671548787267044;0.8722981272393703
{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.001, 'max_iter': 1000, 'solver': 'adam'};-0.175069748895234;0.8727267340418482
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 128, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.1742626703343348;0.8733655320173599
{'activation': 'tanh', 'alpha': 0.0005, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.1861180082353103;0.8751039014943227
{'activation': 'relu', 'alpha': 0.0005, 'hidden_layer_sizes': (64, 128, 64), 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'};-0.17943617367372947;0.8768842183603816
{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 1000, 'solver': 'adam'};-0.18676062565421955;0.8769140666153179
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.01, 'max_iter': 2000, 'solver': 'adam'};-0.17982587224181984;0.876958535466686
{'activation': 'relu', 'alpha': 5e-05, 'hidden_layer_sizes': (32, 64, 32), 'learning_rate_init': 0.001, 'max_iter': 2000, 'solver': 'adam'};-0.17806086177894428;0.8784023581076157
