;date;time;weekday;pedestrians count;temperature in ºc;weather condition;months;hour;school holiday;holiday;Rain;Drizzle;Snow;Mist;Clear;Clouds;January;February;March;April;May;June;July;August;September;October;November;December;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday;00:00:00;01:00:00;02:00:00;03:00:00;04:00:00;05:00:00;06:00:00;07:00:00;08:00:00;09:00:00;10:00:00;11:00:00;12:00:00;13:00:00;14:00:00;15:00:00;16:00:00;17:00:00;18:00:00;19:00:00;20:00:00;21:00:00;22:00:00;23:00:00;temperature
1595;2018-07-06;20:00:00;Friday;3200;25.0;partly-cloudy-day;07;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.5910787775325517
1596;2018-07-06;21:00:00;Friday;1719;24.0;partly-cloudy-day;07;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.46110187387063
1597;2018-07-06;22:00:00;Friday;2307;22.0;partly-cloudy-night;07;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.2011480665467869
1598;2018-07-06;23:00:00;Friday;1135;19.0;clear-night;07;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.8112173555610219
1599;2018-07-07;00:00:00;Saturday;717;19.0;clear-night;07;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8112173555610219
1600;2018-07-07;01:00:00;Saturday;340;18.0;clear-night;07;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6812404518991003
1601;2018-07-07;02:00:00;Saturday;231;16.0;partly-cloudy-night;07;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1602;2018-07-07;03:00:00;Saturday;170;16.0;partly-cloudy-night;07;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1603;2018-07-07;04:00:00;Saturday;125;15.0;partly-cloudy-night;07;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29130974091333545
1604;2018-07-07;05:00:00;Saturday;80;16.0;partly-cloudy-night;07;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1605;2018-07-07;06:00:00;Saturday;183;16.0;partly-cloudy-day;07;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1606;2018-07-07;07:00:00;Saturday;414;16.0;partly-cloudy-day;07;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1607;2018-07-07;08:00:00;Saturday;411;18.0;partly-cloudy-day;07;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6812404518991003
1608;2018-07-07;09:00:00;Saturday;1590;19.0;partly-cloudy-day;07;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8112173555610219
1609;2018-07-07;10:00:00;Saturday;3864;21.0;partly-cloudy-day;07;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0711711628848652
1610;2018-07-07;11:00:00;Saturday;7001;22.0;partly-cloudy-day;07;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.2011480665467869
1611;2018-07-07;12:00:00;Saturday;9341;24.0;partly-cloudy-day;07;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.46110187387063
1612;2018-07-07;13:00:00;Saturday;11144;25.0;partly-cloudy-day;07;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.5910787775325517
1613;2018-07-07;14:00:00;Saturday;11995;26.0;partly-cloudy-day;07;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.7210556811944733
1614;2018-07-07;15:00:00;Saturday;12389;26.0;partly-cloudy-day;07;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1.7210556811944733
1615;2018-07-07;16:00:00;Saturday;12269;26.0;partly-cloudy-day;07;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.7210556811944733
1616;2018-07-07;17:00:00;Saturday;11571;26.0;partly-cloudy-day;07;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.7210556811944733
1617;2018-07-07;18:00:00;Saturday;10474;26.0;partly-cloudy-day;07;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.7210556811944733
1618;2018-07-07;19:00:00;Saturday;8870;26.0;partly-cloudy-day;07;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.7210556811944733
1619;2018-07-07;20:00:00;Saturday;5115;25.0;partly-cloudy-day;07;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.5910787775325517
1620;2018-07-07;21:00:00;Saturday;2732;24.0;partly-cloudy-day;07;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.46110187387063
1621;2018-07-07;22:00:00;Saturday;2683;22.0;partly-cloudy-night;07;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.2011480665467869
1622;2018-07-07;23:00:00;Saturday;2834;20.0;clear-night;07;23;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9411942592229435
1623;2018-07-08;00:00:00;Sunday;1313;19.0;clear-night;07;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8112173555610219
1624;2018-07-08;01:00:00;Sunday;610;17.0;clear-night;07;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5512635482371787
1625;2018-07-08;02:00:00;Sunday;404;16.0;clear-night;07;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1626;2018-07-08;03:00:00;Sunday;321;14.0;clear-night;07;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1613328372514138
1627;2018-07-08;04:00:00;Sunday;194;13.0;clear-night;07;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0313559335894922
1628;2018-07-08;05:00:00;Sunday;148;12.0;clear-night;07;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.09862097007242943
1629;2018-07-08;06:00:00;Sunday;127;12.0;clear-day;07;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.09862097007242943
1630;2018-07-08;07:00:00;Sunday;87;14.0;partly-cloudy-day;07;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1613328372514138
1631;2018-07-08;08:00:00;Sunday;190;15.0;partly-cloudy-day;07;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29130974091333545
1632;2018-07-08;09:00:00;Sunday;319;17.0;partly-cloudy-day;07;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5512635482371787
1633;2018-07-08;10:00:00;Sunday;1036;18.0;partly-cloudy-day;07;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6812404518991003
1634;2018-07-08;11:00:00;Sunday;3393;19.0;partly-cloudy-day;07;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.8112173555610219
1635;2018-07-08;12:00:00;Sunday;5497;21.0;partly-cloudy-day;07;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.0711711628848652
1636;2018-07-08;13:00:00;Sunday;8229;22.0;partly-cloudy-day;07;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.2011480665467869
1637;2018-07-08;14:00:00;Sunday;7884;23.0;partly-cloudy-day;07;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.3311249702087085
1638;2018-07-08;15:00:00;Sunday;8699;24.0;partly-cloudy-day;07;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1.46110187387063
1639;2018-07-08;16:00:00;Sunday;8909;25.0;partly-cloudy-day;07;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.5910787775325517
1640;2018-07-08;17:00:00;Sunday;5234;25.0;partly-cloudy-day;07;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.5910787775325517
1641;2018-07-08;18:00:00;Sunday;2961;26.0;partly-cloudy-day;07;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.7210556811944733
1642;2018-07-08;19:00:00;Sunday;2326;26.0;partly-cloudy-day;07;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.7210556811944733
1643;2018-07-08;20:00:00;Sunday;1872;25.0;partly-cloudy-day;07;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.5910787775325517
1644;2018-07-08;21:00:00;Sunday;1382;24.0;partly-cloudy-day;07;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.46110187387063
1645;2018-07-08;22:00:00;Sunday;2468;22.0;partly-cloudy-night;07;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.2011480665467869
1646;2018-07-08;23:00:00;Sunday;606;21.0;partly-cloudy-night;07;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.0711711628848652
1647;2018-07-09;00:00:00;Monday;268;20.0;clear-night;07;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9411942592229435
1648;2018-07-09;01:00:00;Monday;149;18.0;clear-night;07;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6812404518991003
1649;2018-07-09;02:00:00;Monday;234;17.0;clear-night;07;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5512635482371787
1650;2018-07-09;03:00:00;Monday;96;16.0;clear-night;07;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1651;2018-07-09;04:00:00;Monday;76;15.0;clear-night;07;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29130974091333545
1652;2018-07-09;05:00:00;Monday;237;14.0;partly-cloudy-night;07;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1613328372514138
1653;2018-07-09;06:00:00;Monday;726;13.0;partly-cloudy-day;07;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0313559335894922
1654;2018-07-09;07:00:00;Monday;486;14.0;partly-cloudy-day;07;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1613328372514138
1655;2018-07-09;08:00:00;Monday;922;16.0;partly-cloudy-day;07;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1656;2018-07-09;09:00:00;Monday;1738;18.0;partly-cloudy-day;07;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6812404518991003
1657;2018-07-09;10:00:00;Monday;3788;20.0;partly-cloudy-day;07;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9411942592229435
1658;2018-07-09;11:00:00;Monday;5766;21.0;partly-cloudy-day;07;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1.0711711628848652
1659;2018-07-09;12:00:00;Monday;7297;22.0;partly-cloudy-day;07;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1.2011480665467869
1660;2018-07-09;13:00:00;Monday;8303;24.0;partly-cloudy-day;07;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1.46110187387063
1661;2018-07-09;14:00:00;Monday;7952;24.0;partly-cloudy-day;07;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1.46110187387063
1662;2018-07-09;15:00:00;Monday;7905;24.0;partly-cloudy-day;07;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1.46110187387063
1663;2018-07-09;16:00:00;Monday;5262;24.0;partly-cloudy-day;07;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1.46110187387063
1664;2018-07-09;17:00:00;Monday;7116;24.0;partly-cloudy-day;07;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1.46110187387063
1665;2018-07-09;18:00:00;Monday;6364;24.0;partly-cloudy-day;07;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1.46110187387063
1666;2018-07-09;19:00:00;Monday;4734;23.0;partly-cloudy-day;07;19;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1.3311249702087085
1667;2018-07-09;20:00:00;Monday;2149;22.0;partly-cloudy-day;07;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.2011480665467869
1668;2018-07-09;21:00:00;Monday;745;21.0;partly-cloudy-day;07;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1.0711711628848652
1669;2018-07-09;22:00:00;Monday;392;20.0;partly-cloudy-night;07;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.9411942592229435
1670;2018-07-09;23:00:00;Monday;247;20.0;partly-cloudy-night;07;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.9411942592229435
1671;2018-07-10;00:00:00;Tuesday;77;19.0;partly-cloudy-night;07;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8112173555610219
1672;2018-07-10;01:00:00;Tuesday;49;17.0;partly-cloudy-night;07;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5512635482371787
1673;2018-07-10;02:00:00;Tuesday;33;17.0;partly-cloudy-night;07;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5512635482371787
1674;2018-07-10;03:00:00;Tuesday;17;16.0;partly-cloudy-night;07;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1675;2018-07-10;04:00:00;Tuesday;30;16.0;partly-cloudy-night;07;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
1676;2018-07-10;05:00:00;Tuesday;64;15.0;partly-cloudy-night;07;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29130974091333545
1677;2018-07-10;06:00:00;Tuesday;221;14.0;partly-cloudy-day;07;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1613328372514138
1678;2018-07-10;07:00:00;Tuesday;405;14.0;partly-cloudy-day;07;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1613328372514138
1679;2018-07-10;08:00:00;Tuesday;959;15.0;partly-cloudy-day;07;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29130974091333545
1680;2018-07-10;09:00:00;Tuesday;1743;15.0;partly-cloudy-day;07;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29130974091333545
1681;2018-07-10;10:00:00;Tuesday;3383;15.0;partly-cloudy-day;07;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29130974091333545
1682;2018-07-10;11:00:00;Tuesday;5109;17.0;partly-cloudy-day;07;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.5512635482371787
1683;2018-07-10;12:00:00;Tuesday;6428;17.0;partly-cloudy-day;07;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.5512635482371787
1684;2018-07-10;13:00:00;Tuesday;7307;16.0;partly-cloudy-day;07;13;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.42128664457525705
