Model;Scenario;MAE_train;MAE_test;R2_train;R2_test
Random Forest;Base Scenario;148.59766648921106;339.99780202563517;0.9886067935879173;0.9428547425750198
Random Forest Subset;Base Scenario;196.44400491694353;571.1995751471954;0.9845300190823485;0.8976850784243835
Random Forest Subset;RandomSearch;238.3491589723721;588.1546071071233;0.9729599980643407;0.8907510333450398
Random Forest Subset;GridSearch;238.34915897237212;588.1546071071233;0.9729599980643407;0.8907510333450398
Random Forest;Partly optimisation;148.60272647393512;338.18860250351867;0.9889225575018578;0.9444723382908642
