location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Schildergasse (West), Köln;2018-08-28 15:00:00 +0200;Tuesday;7163;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-28 16:00:00 +0200;Tuesday;7317;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-28 17:00:00 +0200;Tuesday;7243;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-28 18:00:00 +0200;Tuesday;6485;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-28 19:00:00 +0200;Tuesday;4608;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-28 20:00:00 +0200;Tuesday;2116;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-28 21:00:00 +0200;Tuesday;791;20;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-28 22:00:00 +0200;Tuesday;460;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-28 23:00:00 +0200;Tuesday;240;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 00:00:00 +0200;Wednesday;82;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 01:00:00 +0200;Wednesday;31;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 02:00:00 +0200;Wednesday;31;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 03:00:00 +0200;Wednesday;23;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 04:00:00 +0200;Wednesday;26;14;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 05:00:00 +0200;Wednesday;46;14;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 06:00:00 +0200;Wednesday;167;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 07:00:00 +0200;Wednesday;452;13;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 08:00:00 +0200;Wednesday;756;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 09:00:00 +0200;Wednesday;1500;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 10:00:00 +0200;Wednesday;2621;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 11:00:00 +0200;Wednesday;4066;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 12:00:00 +0200;Wednesday;4972;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 13:00:00 +0200;Wednesday;5407;26;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 14:00:00 +0200;Wednesday;5614;26;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 15:00:00 +0200;Wednesday;5997;26;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 16:00:00 +0200;Wednesday;4533;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 17:00:00 +0200;Wednesday;4975;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 18:00:00 +0200;Wednesday;4855;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 19:00:00 +0200;Wednesday;2935;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 20:00:00 +0200;Wednesday;1030;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-29 21:00:00 +0200;Wednesday;312;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 22:00:00 +0200;Wednesday;243;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-29 23:00:00 +0200;Wednesday;158;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 00:00:00 +0200;Thursday;89;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 01:00:00 +0200;Thursday;20;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 02:00:00 +0200;Thursday;24;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 03:00:00 +0200;Thursday;37;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 04:00:00 +0200;Thursday;48;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 05:00:00 +0200;Thursday;60;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 06:00:00 +0200;Thursday;186;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 07:00:00 +0200;Thursday;417;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 08:00:00 +0200;Thursday;802;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 09:00:00 +0200;Thursday;1349;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 10:00:00 +0200;Thursday;2605;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 11:00:00 +0200;Thursday;3732;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 12:00:00 +0200;Thursday;4749;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 13:00:00 +0200;Thursday;5610;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 14:00:00 +0200;Thursday;5638;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 15:00:00 +0200;Thursday;5981;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 16:00:00 +0200;Thursday;6121;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 17:00:00 +0200;Thursday;6475;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 18:00:00 +0200;Thursday;5909;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 19:00:00 +0200;Thursday;4526;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 20:00:00 +0200;Thursday;2032;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-30 21:00:00 +0200;Thursday;744;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 22:00:00 +0200;Thursday;368;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-30 23:00:00 +0200;Thursday;243;15;clear-night;
Schildergasse (West), Köln;2018-08-31 00:00:00 +0200;Friday;82;13;clear-night;
Schildergasse (West), Köln;2018-08-31 01:00:00 +0200;Friday;29;12;clear-night;
Schildergasse (West), Köln;2018-08-31 02:00:00 +0200;Friday;36;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-31 03:00:00 +0200;Friday;33;10;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-31 04:00:00 +0200;Friday;21;10;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-31 05:00:00 +0200;Friday;67;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-31 06:00:00 +0200;Friday;159;11;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-31 07:00:00 +0200;Friday;451;11;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 08:00:00 +0200;Friday;655;11;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 09:00:00 +0200;Friday;1400;12;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 10:00:00 +0200;Friday;2887;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 11:00:00 +0200;Friday;4422;;;
Schildergasse (West), Köln;2018-08-31 12:00:00 +0200;Friday;5656;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 13:00:00 +0200;Friday;6117;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 14:00:00 +0200;Friday;6583;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 15:00:00 +0200;Friday;6953;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 16:00:00 +0200;Friday;7358;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 17:00:00 +0200;Friday;7442;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 18:00:00 +0200;Friday;6928;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 19:00:00 +0200;Friday;5370;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-08-31 20:00:00 +0200;Friday;2737;18;clear-day;
Schildergasse (West), Köln;2018-08-31 21:00:00 +0200;Friday;1122;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-31 22:00:00 +0200;Friday;611;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-08-31 23:00:00 +0200;Friday;503;14;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-01 00:00:00 +0200;Saturday;280;12;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-01 01:00:00 +0200;Saturday;160;10;clear-night;
Schildergasse (West), Köln;2018-09-01 02:00:00 +0200;Saturday;91;10;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-01 03:00:00 +0200;Saturday;61;9;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-01 04:00:00 +0200;Saturday;34;9;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-01 05:00:00 +0200;Saturday;52;8;clear-night;
Schildergasse (West), Köln;2018-09-01 06:00:00 +0200;Saturday;85;8;clear-night;
Schildergasse (West), Köln;2018-09-01 07:00:00 +0200;Saturday;131;8;clear-day;
Schildergasse (West), Köln;2018-09-01 08:00:00 +0200;Saturday;334;8;clear-day;
Schildergasse (West), Köln;2018-09-01 09:00:00 +0200;Saturday;1143;12;clear-day;
Schildergasse (West), Köln;2018-09-01 10:00:00 +0200;Saturday;3142;14;clear-day;
Schildergasse (West), Köln;2018-09-01 11:00:00 +0200;Saturday;5813;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-01 12:00:00 +0200;Saturday;8025;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-01 13:00:00 +0200;Saturday;9399;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-01 14:00:00 +0200;Saturday;10601;19;clear-day;
Schildergasse (West), Köln;2018-09-01 15:00:00 +0200;Saturday;11385;20;clear-day;
Schildergasse (West), Köln;2018-09-01 16:00:00 +0200;Saturday;11770;20;clear-day;
Schildergasse (West), Köln;2018-09-01 17:00:00 +0200;Saturday;11074;21;clear-day;
Schildergasse (West), Köln;2018-09-01 18:00:00 +0200;Saturday;9805;20;clear-day;
Schildergasse (West), Köln;2018-09-01 19:00:00 +0200;Saturday;7233;;;
Schildergasse (West), Köln;2018-09-01 20:00:00 +0200;Saturday;3617;18;clear-day;
Schildergasse (West), Köln;2018-09-01 21:00:00 +0200;Saturday;1423;15;clear-night;
Schildergasse (West), Köln;2018-09-01 22:00:00 +0200;Saturday;854;14;clear-night;
Schildergasse (West), Köln;2018-09-01 23:00:00 +0200;Saturday;593;;;
Schildergasse (West), Köln;2018-09-02 00:00:00 +0200;Sunday;422;11;clear-night;
Schildergasse (West), Köln;2018-09-02 01:00:00 +0200;Sunday;285;11;clear-night;
Schildergasse (West), Köln;2018-09-02 02:00:00 +0200;Sunday;162;11;clear-night;
Schildergasse (West), Köln;2018-09-02 03:00:00 +0200;Sunday;96;12;clear-night;
Schildergasse (West), Köln;2018-09-02 04:00:00 +0200;Sunday;58;12;clear-night;
Schildergasse (West), Köln;2018-09-02 05:00:00 +0200;Sunday;75;11;clear-night;
Schildergasse (West), Köln;2018-09-02 06:00:00 +0200;Sunday;38;10;clear-night;
Schildergasse (West), Köln;2018-09-02 07:00:00 +0200;Sunday;62;9;clear-day;
Schildergasse (West), Köln;2018-09-02 08:00:00 +0200;Sunday;115;10;clear-day;
Schildergasse (West), Köln;2018-09-02 09:00:00 +0200;Sunday;249;13;clear-day;
Schildergasse (West), Köln;2018-09-02 10:00:00 +0200;Sunday;433;15;clear-day;
Schildergasse (West), Köln;2018-09-02 11:00:00 +0200;Sunday;841;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-02 12:00:00 +0200;Sunday;1199;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-02 13:00:00 +0200;Sunday;1451;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-02 14:00:00 +0200;Sunday;1548;23;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-02 15:00:00 +0200;Sunday;1684;24;clear-day;
Schildergasse (West), Köln;2018-09-02 16:00:00 +0200;Sunday;1672;24;clear-day;
Schildergasse (West), Köln;2018-09-02 17:00:00 +0200;Sunday;1608;24;clear-day;
Schildergasse (West), Köln;2018-09-02 18:00:00 +0200;Sunday;1138;23;clear-day;
Schildergasse (West), Köln;2018-09-02 19:00:00 +0200;Sunday;968;23;clear-day;
Schildergasse (West), Köln;2018-09-02 20:00:00 +0200;Sunday;785;22;clear-day;
Schildergasse (West), Köln;2018-09-02 21:00:00 +0200;Sunday;511;21;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-02 22:00:00 +0200;Sunday;234;21;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-02 23:00:00 +0200;Sunday;151;20;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 00:00:00 +0200;Monday;60;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 01:00:00 +0200;Monday;33;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 02:00:00 +0200;Monday;28;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 03:00:00 +0200;Monday;14;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 04:00:00 +0200;Monday;15;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 05:00:00 +0200;Monday;67;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 06:00:00 +0200;Monday;198;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-03 07:00:00 +0200;Monday;429;16;clear-day;
Schildergasse (West), Köln;2018-09-03 08:00:00 +0200;Monday;842;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 09:00:00 +0200;Monday;1448;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 10:00:00 +0200;Monday;2553;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 11:00:00 +0200;Monday;3852;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 12:00:00 +0200;Monday;5154;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 13:00:00 +0200;Monday;5522;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 14:00:00 +0200;Monday;5508;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 15:00:00 +0200;Monday;5888;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 16:00:00 +0200;Monday;5825;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 17:00:00 +0200;Monday;6002;;;
Schildergasse (West), Köln;2018-09-03 18:00:00 +0200;Monday;5627;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 19:00:00 +0200;Monday;4034;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 20:00:00 +0200;Monday;1762;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-03 21:00:00 +0200;Monday;741;20;clear-night;
Schildergasse (West), Köln;2018-09-03 22:00:00 +0200;Monday;317;20;clear-night;
Schildergasse (West), Köln;2018-09-03 23:00:00 +0200;Monday;171;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 00:00:00 +0200;Tuesday;73;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 01:00:00 +0200;Tuesday;42;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 02:00:00 +0200;Tuesday;26;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 03:00:00 +0200;Tuesday;22;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 04:00:00 +0200;Tuesday;15;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 05:00:00 +0200;Tuesday;36;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 06:00:00 +0200;Tuesday;182;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 07:00:00 +0200;Tuesday;421;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 08:00:00 +0200;Tuesday;853;15;fog;
Schildergasse (West), Köln;2018-09-04 09:00:00 +0200;Tuesday;1483;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 10:00:00 +0200;Tuesday;2613;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 11:00:00 +0200;Tuesday;3799;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 12:00:00 +0200;Tuesday;5054;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 13:00:00 +0200;Tuesday;5321;23;clear-day;
Schildergasse (West), Köln;2018-09-04 14:00:00 +0200;Tuesday;5597;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 15:00:00 +0200;Tuesday;5832;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 16:00:00 +0200;Tuesday;5966;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 17:00:00 +0200;Tuesday;5938;27;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 18:00:00 +0200;Tuesday;4254;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 19:00:00 +0200;Tuesday;3961;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 20:00:00 +0200;Tuesday;1775;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-04 21:00:00 +0200;Tuesday;619;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 22:00:00 +0200;Tuesday;391;19;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-04 23:00:00 +0200;Tuesday;217;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 00:00:00 +0200;Wednesday;118;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 01:00:00 +0200;Wednesday;49;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 02:00:00 +0200;Wednesday;33;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 03:00:00 +0200;Wednesday;27;17;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 04:00:00 +0200;Wednesday;20;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 05:00:00 +0200;Wednesday;56;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 06:00:00 +0200;Wednesday;156;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 07:00:00 +0200;Wednesday;433;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 08:00:00 +0200;Wednesday;767;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 09:00:00 +0200;Wednesday;1484;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 10:00:00 +0200;Wednesday;2729;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 11:00:00 +0200;Wednesday;3853;22;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 12:00:00 +0200;Wednesday;5120;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 13:00:00 +0200;Wednesday;5301;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 14:00:00 +0200;Wednesday;5263;25;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 15:00:00 +0200;Wednesday;5414;27;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 16:00:00 +0200;Wednesday;5572;28;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 17:00:00 +0200;Wednesday;5710;27;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 18:00:00 +0200;Wednesday;5535;27;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 19:00:00 +0200;Wednesday;3724;26;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 20:00:00 +0200;Wednesday;1297;24;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-05 21:00:00 +0200;Wednesday;634;22;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 22:00:00 +0200;Wednesday;442;20;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-05 23:00:00 +0200;Wednesday;265;19;clear-night;
Schildergasse (West), Köln;2018-09-06 00:00:00 +0200;Thursday;100;20;clear-night;
Schildergasse (West), Köln;2018-09-06 01:00:00 +0200;Thursday;39;20;clear-night;
Schildergasse (West), Köln;2018-09-06 02:00:00 +0200;Thursday;40;20;clear-night;
Schildergasse (West), Köln;2018-09-06 03:00:00 +0200;Thursday;30;19;clear-night;
Schildergasse (West), Köln;2018-09-06 04:00:00 +0200;Thursday;34;19;clear-night;
Schildergasse (West), Köln;2018-09-06 05:00:00 +0200;Thursday;54;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-06 06:00:00 +0200;Thursday;163;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-06 07:00:00 +0200;Thursday;403;17;fog;
Schildergasse (West), Köln;2018-09-06 08:00:00 +0200;Thursday;607;17;fog;
Schildergasse (West), Köln;2018-09-06 09:00:00 +0200;Thursday;1166;17;fog;
Schildergasse (West), Köln;2018-09-06 10:00:00 +0200;Thursday;2182;18;fog;
Schildergasse (West), Köln;2018-09-06 11:00:00 +0200;Thursday;3636;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 12:00:00 +0200;Thursday;4658;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 13:00:00 +0200;Thursday;5289;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 14:00:00 +0200;Thursday;4813;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 15:00:00 +0200;Thursday;5403;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 16:00:00 +0200;Thursday;5419;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 17:00:00 +0200;Thursday;5543;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 18:00:00 +0200;Thursday;5244;21;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 19:00:00 +0200;Thursday;3873;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 20:00:00 +0200;Thursday;1622;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-06 21:00:00 +0200;Thursday;640;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-06 22:00:00 +0200;Thursday;389;18;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-06 23:00:00 +0200;Thursday;205;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 00:00:00 +0200;Friday;91;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 01:00:00 +0200;Friday;45;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 02:00:00 +0200;Friday;35;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 03:00:00 +0200;Friday;42;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 04:00:00 +0200;Friday;16;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 05:00:00 +0200;Friday;53;14;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 06:00:00 +0200;Friday;176;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 07:00:00 +0200;Friday;450;14;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 08:00:00 +0200;Friday;771;14;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 09:00:00 +0200;Friday;1418;15;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 10:00:00 +0200;Friday;2546;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 11:00:00 +0200;Friday;3501;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 12:00:00 +0200;Friday;4976;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 13:00:00 +0200;Friday;5758;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 14:00:00 +0200;Friday;6026;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 15:00:00 +0200;Friday;6451;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 16:00:00 +0200;Friday;6711;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 17:00:00 +0200;Friday;7057;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 18:00:00 +0200;Friday;6369;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 19:00:00 +0200;Friday;5263;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-07 20:00:00 +0200;Friday;2481;16;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 21:00:00 +0200;Friday;1099;15;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 22:00:00 +0200;Friday;622;12;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-07 23:00:00 +0200;Friday;429;11;clear-night;
Schildergasse (West), Köln;2018-09-08 00:00:00 +0200;Saturday;258;11;clear-night;
Schildergasse (West), Köln;2018-09-08 01:00:00 +0200;Saturday;187;12;clear-night;
Schildergasse (West), Köln;2018-09-08 02:00:00 +0200;Saturday;95;11;clear-night;
Schildergasse (West), Köln;2018-09-08 03:00:00 +0200;Saturday;49;10;clear-night;
Schildergasse (West), Köln;2018-09-08 04:00:00 +0200;Saturday;60;11;clear-night;
Schildergasse (West), Köln;2018-09-08 05:00:00 +0200;Saturday;58;10;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-08 06:00:00 +0200;Saturday;91;8;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-08 07:00:00 +0200;Saturday;148;9;partly-cloudy-night;
Schildergasse (West), Köln;2018-09-08 08:00:00 +0200;Saturday;283;10;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 09:00:00 +0200;Saturday;1076;12;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 10:00:00 +0200;Saturday;3093;14;clear-day;
Schildergasse (West), Köln;2018-09-08 11:00:00 +0200;Saturday;5806;16;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 12:00:00 +0200;Saturday;7963;17;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 13:00:00 +0200;Saturday;9800;18;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 14:00:00 +0200;Saturday;10653;19;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 15:00:00 +0200;Saturday;11441;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 16:00:00 +0200;Saturday;11615;20;partly-cloudy-day;
Schildergasse (West), Köln;2018-09-08 17:00:00 +0200;Saturday;10702;20;clear-day;
Schildergasse (West), Köln;2018-09-08 18:00:00 +0200;Saturday;9568;20;clear-day;
Schildergasse (West), Köln;2018-09-08 19:00:00 +0200;Saturday;7149;19;clear-day;
Schildergasse (West), Köln;2018-09-08 20:00:00 +0200;Saturday;3171;17;clear-night;
Schildergasse (West), Köln;2018-09-08 21:00:00 +0200;Saturday;1195;16;clear-night;
Schildergasse (West), Köln;2018-09-08 22:00:00 +0200;Saturday;815;16;clear-night;
Schildergasse (West), Köln;2018-09-08 23:00:00 +0200;Saturday;637;15;clear-night;
Schildergasse (West), Köln;2018-09-09 00:00:00 +0200;Sunday;375;14;clear-night;
Schildergasse (West), Köln;2018-09-09 01:00:00 +0200;Sunday;254;14;clear-night;
Schildergasse (West), Köln;2018-09-09 02:00:00 +0200;Sunday;124;14;clear-night;
Schildergasse (West), Köln;2018-09-09 03:00:00 +0200;Sunday;116;14;clear-night;
Schildergasse (West), Köln;2018-09-09 04:00:00 +0200;Sunday;85;14;clear-night;
Schildergasse (West), Köln;2018-09-09 05:00:00 +0200;Sunday;59;14;clear-night;
Schildergasse (West), Köln;2018-09-09 06:00:00 +0200;Sunday;62;14;clear-night;
Schildergasse (West), Köln;2018-09-09 07:00:00 +0200;Sunday;56;14;clear-night;
Schildergasse (West), Köln;2018-09-09 08:00:00 +0200;Sunday;115;13;clear-day;
Schildergasse (West), Köln;2018-09-09 09:00:00 +0200;Sunday;244;15;clear-day;
Schildergasse (West), Köln;2018-09-09 10:00:00 +0200;Sunday;480;16;clear-day;
Schildergasse (West), Köln;2018-09-09 11:00:00 +0200;Sunday;777;19;clear-day;
