location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Schildergasse (West), Köln;2019-10-03 05:00:00 +0200;Thursday;72;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-03 06:00:00 +0200;Thursday;60;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-03 07:00:00 +0200;Thursday;77;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-03 08:00:00 +0200;Thursday;146;8;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 09:00:00 +0200;Thursday;300;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 10:00:00 +0200;Thursday;565;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 11:00:00 +0200;Thursday;859;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 12:00:00 +0200;Thursday;1259;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 13:00:00 +0200;Thursday;1385;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 14:00:00 +0200;Thursday;2121;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 15:00:00 +0200;Thursday;2114;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 16:00:00 +0200;Thursday;2375;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 17:00:00 +0200;Thursday;2105;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 18:00:00 +0200;Thursday;1803;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 19:00:00 +0200;Thursday;1181;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-03 20:00:00 +0200;Thursday;704;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-03 21:00:00 +0200;Thursday;553;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-03 22:00:00 +0200;Thursday;378;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-03 23:00:00 +0200;Thursday;201;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 00:00:00 +0200;Friday;111;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 01:00:00 +0200;Friday;61;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 02:00:00 +0200;Friday;37;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 03:00:00 +0200;Friday;34;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 04:00:00 +0200;Friday;45;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 05:00:00 +0200;Friday;80;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 06:00:00 +0200;Friday;168;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 07:00:00 +0200;Friday;414;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 08:00:00 +0200;Friday;835;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-04 09:00:00 +0200;Friday;1193;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-04 10:00:00 +0200;Friday;2223;9;rain;
Schildergasse (West), Köln;2019-10-04 11:00:00 +0200;Friday;3862;9;rain;
Schildergasse (West), Köln;2019-10-04 12:00:00 +0200;Friday;5680;10;rain;
Schildergasse (West), Köln;2019-10-04 13:00:00 +0200;Friday;9147;11;rain;
Schildergasse (West), Köln;2019-10-04 14:00:00 +0200;Friday;10116;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-04 15:00:00 +0200;Friday;9473;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-04 16:00:00 +0200;Friday;8833;13;cloudy;
Schildergasse (West), Köln;2019-10-04 17:00:00 +0200;Friday;8493;14;rain;
Schildergasse (West), Köln;2019-10-04 18:00:00 +0200;Friday;8276;13;rain;
Schildergasse (West), Köln;2019-10-04 19:00:00 +0200;Friday;6581;13;rain;
Schildergasse (West), Köln;2019-10-04 20:00:00 +0200;Friday;3066;13;rain;
Schildergasse (West), Köln;2019-10-04 21:00:00 +0200;Friday;1175;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 22:00:00 +0200;Friday;719;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-04 23:00:00 +0200;Friday;469;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 00:00:00 +0200;Saturday;172;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 01:00:00 +0200;Saturday;88;12;rain;
Schildergasse (West), Köln;2019-10-05 02:00:00 +0200;Saturday;81;12;rain;
Schildergasse (West), Köln;2019-10-05 03:00:00 +0200;Saturday;67;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 04:00:00 +0200;Saturday;71;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 05:00:00 +0200;Saturday;71;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 06:00:00 +0200;Saturday;89;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 07:00:00 +0200;Saturday;185;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 08:00:00 +0200;Saturday;358;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 09:00:00 +0200;Saturday;1086;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 10:00:00 +0200;Saturday;3434;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 11:00:00 +0200;Saturday;6566;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 12:00:00 +0200;Saturday;9705;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 13:00:00 +0200;Saturday;11578;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 14:00:00 +0200;Saturday;13452;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 15:00:00 +0200;Saturday;14276;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 16:00:00 +0200;Saturday;13892;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 17:00:00 +0200;Saturday;13155;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 18:00:00 +0200;Saturday;11780;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-05 19:00:00 +0200;Saturday;8971;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 20:00:00 +0200;Saturday;4209;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 21:00:00 +0200;Saturday;1671;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 22:00:00 +0200;Saturday;930;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-05 23:00:00 +0200;Saturday;601;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-06 00:00:00 +0200;Sunday;395;9;cloudy;
Schildergasse (West), Köln;2019-10-06 01:00:00 +0200;Sunday;206;9;cloudy;
Schildergasse (West), Köln;2019-10-06 02:00:00 +0200;Sunday;127;9;cloudy;
Schildergasse (West), Köln;2019-10-06 03:00:00 +0200;Sunday;73;9;cloudy;
Schildergasse (West), Köln;2019-10-06 04:00:00 +0200;Sunday;68;9;cloudy;
Schildergasse (West), Köln;2019-10-06 05:00:00 +0200;Sunday;40;9;cloudy;
Schildergasse (West), Köln;2019-10-06 06:00:00 +0200;Sunday;81;9;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-06 07:00:00 +0200;Sunday;67;9;cloudy;
Schildergasse (West), Köln;2019-10-06 08:00:00 +0200;Sunday;121;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-06 09:00:00 +0200;Sunday;196;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-06 10:00:00 +0200;Sunday;125;9;rain;
Schildergasse (West), Köln;2019-10-06 11:00:00 +0200;Sunday;215;8;rain;
Schildergasse (West), Köln;2019-10-06 12:00:00 +0200;Sunday;330;8;rain;
Schildergasse (West), Köln;2019-10-06 13:00:00 +0200;Sunday;372;8;rain;
Schildergasse (West), Köln;2019-10-06 14:00:00 +0200;Sunday;363;9;rain;
Schildergasse (West), Köln;2019-10-06 15:00:00 +0200;Sunday;247;9;rain;
Schildergasse (West), Köln;2019-10-06 16:00:00 +0200;Sunday;350;9;rain;
Schildergasse (West), Köln;2019-10-06 17:00:00 +0200;Sunday;464;9;rain;
Schildergasse (West), Köln;2019-10-06 18:00:00 +0200;Sunday;696;9;rain;
Schildergasse (West), Köln;2019-10-06 19:00:00 +0200;Sunday;739;9;rain;
Schildergasse (West), Köln;2019-10-06 20:00:00 +0200;Sunday;289;9;rain;
Schildergasse (West), Köln;2019-10-06 21:00:00 +0200;Sunday;156;9;rain;
Schildergasse (West), Köln;2019-10-06 22:00:00 +0200;Sunday;179;9;rain;
Schildergasse (West), Köln;2019-10-06 23:00:00 +0200;Sunday;116;9;rain;
Schildergasse (West), Köln;2019-10-07 00:00:00 +0200;Monday;42;9;cloudy;
Schildergasse (West), Köln;2019-10-07 01:00:00 +0200;Monday;30;9;cloudy;
Schildergasse (West), Köln;2019-10-07 02:00:00 +0200;Monday;16;9;cloudy;
Schildergasse (West), Köln;2019-10-07 03:00:00 +0200;Monday;14;8;cloudy;
Schildergasse (West), Köln;2019-10-07 04:00:00 +0200;Monday;20;8;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-07 05:00:00 +0200;Monday;74;8;cloudy;
Schildergasse (West), Köln;2019-10-07 06:00:00 +0200;Monday;257;9;cloudy;
Schildergasse (West), Köln;2019-10-07 07:00:00 +0200;Monday;604;8;cloudy;
Schildergasse (West), Köln;2019-10-07 08:00:00 +0200;Monday;1207;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 09:00:00 +0200;Monday;1576;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 10:00:00 +0200;Monday;2855;9;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 11:00:00 +0200;Monday;4394;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 12:00:00 +0200;Monday;5895;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 13:00:00 +0200;Monday;6694;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 14:00:00 +0200;Monday;6693;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 15:00:00 +0200;Monday;7227;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 16:00:00 +0200;Monday;7333;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 17:00:00 +0200;Monday;7390;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 18:00:00 +0200;Monday;6794;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-07 19:00:00 +0200;Monday;5313;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-07 20:00:00 +0200;Monday;2653;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-07 21:00:00 +0200;Monday;796;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-07 22:00:00 +0200;Monday;453;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-07 23:00:00 +0200;Monday;291;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-08 00:00:00 +0200;Tuesday;108;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-08 01:00:00 +0200;Tuesday;45;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-08 02:00:00 +0200;Tuesday;30;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-08 03:00:00 +0200;Tuesday;18;12;cloudy;
Schildergasse (West), Köln;2019-10-08 04:00:00 +0200;Tuesday;32;12;rain;
Schildergasse (West), Köln;2019-10-08 05:00:00 +0200;Tuesday;43;12;rain;
Schildergasse (West), Köln;2019-10-08 06:00:00 +0200;Tuesday;172;12;rain;
Schildergasse (West), Köln;2019-10-08 07:00:00 +0200;Tuesday;396;12;rain;
Schildergasse (West), Köln;2019-10-08 08:00:00 +0200;Tuesday;710;12;rain;
Schildergasse (West), Köln;2019-10-08 09:00:00 +0200;Tuesday;935;12;rain;
Schildergasse (West), Köln;2019-10-08 10:00:00 +0200;Tuesday;1633;13;rain;
Schildergasse (West), Köln;2019-10-08 11:00:00 +0200;Tuesday;2124;13;rain;
Schildergasse (West), Köln;2019-10-08 12:00:00 +0200;Tuesday;2929;14;rain;
Schildergasse (West), Köln;2019-10-08 13:00:00 +0200;Tuesday;5208;14;rain;
Schildergasse (West), Köln;2019-10-08 14:00:00 +0200;Tuesday;4290;14;rain;
Schildergasse (West), Köln;2019-10-08 15:00:00 +0200;Tuesday;5516;15;rain;
Schildergasse (West), Köln;2019-10-08 16:00:00 +0200;Tuesday;5039;15;rain;
Schildergasse (West), Köln;2019-10-08 17:00:00 +0200;Tuesday;5904;14;rain;
Schildergasse (West), Köln;2019-10-08 18:00:00 +0200;Tuesday;5946;14;rain;
Schildergasse (West), Köln;2019-10-08 19:00:00 +0200;Tuesday;5195;14;rain;
Schildergasse (West), Köln;2019-10-08 20:00:00 +0200;Tuesday;2366;14;rain;
Schildergasse (West), Köln;2019-10-08 21:00:00 +0200;Tuesday;932;13;rain;
Schildergasse (West), Köln;2019-10-08 22:00:00 +0200;Tuesday;453;13;rain;
Schildergasse (West), Köln;2019-10-08 23:00:00 +0200;Tuesday;220;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 00:00:00 +0200;Wednesday;106;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 01:00:00 +0200;Wednesday;62;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 02:00:00 +0200;Wednesday;28;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 03:00:00 +0200;Wednesday;40;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 04:00:00 +0200;Wednesday;25;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 05:00:00 +0200;Wednesday;82;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 06:00:00 +0200;Wednesday;224;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 07:00:00 +0200;Wednesday;503;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-09 08:00:00 +0200;Wednesday;1039;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-09 09:00:00 +0200;Wednesday;1647;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-09 10:00:00 +0200;Wednesday;2785;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-09 11:00:00 +0200;Wednesday;4425;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-09 12:00:00 +0200;Wednesday;5797;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-09 13:00:00 +0200;Wednesday;6422;14;rain;
Schildergasse (West), Köln;2019-10-09 14:00:00 +0200;Wednesday;5713;15;rain;
Schildergasse (West), Köln;2019-10-09 15:00:00 +0200;Wednesday;6395;14;rain;
Schildergasse (West), Köln;2019-10-09 16:00:00 +0200;Wednesday;6039;13;rain;
Schildergasse (West), Köln;2019-10-09 17:00:00 +0200;Wednesday;6958;13;rain;
Schildergasse (West), Köln;2019-10-09 18:00:00 +0200;Wednesday;6339;13;rain;
Schildergasse (West), Köln;2019-10-09 19:00:00 +0200;Wednesday;4873;12;rain;
Schildergasse (West), Köln;2019-10-09 20:00:00 +0200;Wednesday;2196;12;rain;
Schildergasse (West), Köln;2019-10-09 21:00:00 +0200;Wednesday;807;12;rain;
Schildergasse (West), Köln;2019-10-09 22:00:00 +0200;Wednesday;400;12;rain;
Schildergasse (West), Köln;2019-10-09 23:00:00 +0200;Wednesday;238;12;rain;
Schildergasse (West), Köln;2019-10-10 00:00:00 +0200;Thursday;122;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-10 01:00:00 +0200;Thursday;57;10;rain;
Schildergasse (West), Köln;2019-10-10 02:00:00 +0200;Thursday;20;11;rain;
Schildergasse (West), Köln;2019-10-10 03:00:00 +0200;Thursday;27;11;rain;
Schildergasse (West), Köln;2019-10-10 04:00:00 +0200;Thursday;28;11;rain;
Schildergasse (West), Köln;2019-10-10 05:00:00 +0200;Thursday;88;10;rain;
Schildergasse (West), Köln;2019-10-10 06:00:00 +0200;Thursday;198;10;rain;
Schildergasse (West), Köln;2019-10-10 07:00:00 +0200;Thursday;503;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-10 08:00:00 +0200;Thursday;1084;10;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 09:00:00 +0200;Thursday;1630;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 10:00:00 +0200;Thursday;2960;11;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 11:00:00 +0200;Thursday;4368;12;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 12:00:00 +0200;Thursday;5760;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 13:00:00 +0200;Thursday;6609;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 14:00:00 +0200;Thursday;6673;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 15:00:00 +0200;Thursday;6877;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 16:00:00 +0200;Thursday;7289;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 17:00:00 +0200;Thursday;7374;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 18:00:00 +0200;Thursday;6801;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-10 19:00:00 +0200;Thursday;5154;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-10 20:00:00 +0200;Thursday;2350;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-10 21:00:00 +0200;Thursday;850;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-10 22:00:00 +0200;Thursday;449;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-10 23:00:00 +0200;Thursday;287;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 00:00:00 +0200;Friday;118;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 01:00:00 +0200;Friday;61;13;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 02:00:00 +0200;Friday;59;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 03:00:00 +0200;Friday;38;10;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 04:00:00 +0200;Friday;38;11;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 05:00:00 +0200;Friday;62;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 06:00:00 +0200;Friday;259;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 07:00:00 +0200;Friday;591;12;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 08:00:00 +0200;Friday;1087;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 09:00:00 +0200;Friday;1534;13;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 10:00:00 +0200;Friday;2944;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 11:00:00 +0200;Friday;4681;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 12:00:00 +0200;Friday;6046;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 13:00:00 +0200;Friday;7083;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 14:00:00 +0200;Friday;7186;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 15:00:00 +0200;Friday;7808;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 16:00:00 +0200;Friday;8193;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 17:00:00 +0200;Friday;8248;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 18:00:00 +0200;Friday;7769;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-11 19:00:00 +0200;Friday;5675;17;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 20:00:00 +0200;Friday;2783;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 21:00:00 +0200;Friday;1369;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 22:00:00 +0200;Friday;908;17;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-11 23:00:00 +0200;Friday;586;17;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 00:00:00 +0200;Saturday;396;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 01:00:00 +0200;Saturday;297;17;cloudy;
Schildergasse (West), Köln;2019-10-12 02:00:00 +0200;Saturday;142;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 03:00:00 +0200;Saturday;96;15;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 04:00:00 +0200;Saturday;82;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 05:00:00 +0200;Saturday;100;13;clear-night;
Schildergasse (West), Köln;2019-10-12 06:00:00 +0200;Saturday;106;14;clear-night;
Schildergasse (West), Köln;2019-10-12 07:00:00 +0200;Saturday;156;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 08:00:00 +0200;Saturday;319;14;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 09:00:00 +0200;Saturday;1114;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 10:00:00 +0200;Saturday;3413;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 11:00:00 +0200;Saturday;6314;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 12:00:00 +0200;Saturday;8886;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 13:00:00 +0200;Saturday;11060;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 14:00:00 +0200;Saturday;12857;20;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 15:00:00 +0200;Saturday;13243;20;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 16:00:00 +0200;Saturday;13755;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 17:00:00 +0200;Saturday;13317;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 18:00:00 +0200;Saturday;10239;19;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-12 19:00:00 +0200;Saturday;7670;18;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 20:00:00 +0200;Saturday;3383;18;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 21:00:00 +0200;Saturday;1643;17;cloudy;
Schildergasse (West), Köln;2019-10-12 22:00:00 +0200;Saturday;975;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-12 23:00:00 +0200;Saturday;765;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 00:00:00 +0200;Sunday;564;15;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 01:00:00 +0200;Sunday;305;15;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 02:00:00 +0200;Sunday;198;15;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 03:00:00 +0200;Sunday;184;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 04:00:00 +0200;Sunday;124;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 05:00:00 +0200;Sunday;88;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 06:00:00 +0200;Sunday;75;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 07:00:00 +0200;Sunday;181;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 08:00:00 +0200;Sunday;332;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 09:00:00 +0200;Sunday;1003;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 10:00:00 +0200;Sunday;1375;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 11:00:00 +0200;Sunday;1831;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 12:00:00 +0200;Sunday;2099;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 13:00:00 +0200;Sunday;2353;20;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 14:00:00 +0200;Sunday;2269;23;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 15:00:00 +0200;Sunday;2600;24;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 16:00:00 +0200;Sunday;2477;25;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 17:00:00 +0200;Sunday;2268;24;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 18:00:00 +0200;Sunday;1763;24;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-13 19:00:00 +0200;Sunday;1225;23;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 20:00:00 +0200;Sunday;909;22;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 21:00:00 +0200;Sunday;559;22;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 22:00:00 +0200;Sunday;344;21;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-13 23:00:00 +0200;Sunday;243;21;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 00:00:00 +0200;Monday;161;19;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 01:00:00 +0200;Monday;69;19;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 02:00:00 +0200;Monday;51;18;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 03:00:00 +0200;Monday;50;17;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 04:00:00 +0200;Monday;34;17;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 05:00:00 +0200;Monday;112;16;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 06:00:00 +0200;Monday;252;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 07:00:00 +0200;Monday;665;14;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 08:00:00 +0200;Monday;1224;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 09:00:00 +0200;Monday;1714;15;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 10:00:00 +0200;Monday;3256;16;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 11:00:00 +0200;Monday;4985;17;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 12:00:00 +0200;Monday;6504;18;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 13:00:00 +0200;Monday;7438;20;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 14:00:00 +0200;Monday;7558;22;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 15:00:00 +0200;Monday;7925;22;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 16:00:00 +0200;Monday;8346;23;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 17:00:00 +0200;Monday;8169;24;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 18:00:00 +0200;Monday;7072;23;partly-cloudy-day;
Schildergasse (West), Köln;2019-10-14 19:00:00 +0200;Monday;4798;21;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 20:00:00 +0200;Monday;2221;20;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 21:00:00 +0200;Monday;804;19;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 22:00:00 +0200;Monday;481;19;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-14 23:00:00 +0200;Monday;288;19;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-15 00:00:00 +0200;Tuesday;133;19;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-15 01:00:00 +0200;Tuesday;50;20;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-15 02:00:00 +0200;Tuesday;58;19;partly-cloudy-night;
Schildergasse (West), Köln;2019-10-15 03:00:00 +0200;Tuesday;40;17;partly-cloudy-night;
